GID,SEAS,Date,WEEK,V,H,PTSV,PTSH,Winner,Loser,home_win,Win_Margin,hGames,vGames,hWinP,vWinP
243252390,2004,11/20/2004,47,Wake Forest,Miami (FL),7,52,Miami (FL),Wake Forest,1,45,9,9,0.7778,0.4444
243252426,2004,11/20/2004,47,Rutgers,Navy,21,54,Navy,Rutgers,1,33,9,9,0.7778,0.4444
243252433,2004,11/20/2004,47,Louisiana-Lafayette,UL Monroe,10,13,UL Monroe,Louisiana-Lafayette,1,3,6,5,0.5,0.4
243252448,2004,11/20/2004,47,S Carolina St,North Carolina A&T,34,28,S Carolina St,North Carolina A&T,0,6,1,7,0,0.8571
243252458,2004,11/20/2004,47,South Dakota St,Northern Colorado,14,7,South Dakota St,Northern Colorado,0,7,4,4,0.25,0.25
243252464,2004,11/20/2004,47,Northern Iowa,Northern Arizona,45,21,Northern Iowa,Northern Arizona,0,24,5,10,0.8,0.6
243252502,2004,11/20/2004,47,UC Davis,Portland State,21,38,Portland State,UC Davis,1,17,10,9,0.6,0.6667
243252509,2004,11/20/2004,47,Indiana,Purdue,24,63,Purdue,Indiana,1,39,10,10,0.6,0.3
243252534,2004,11/20/2004,47,Texas State,Sam Houston State,9,27,Sam Houston State,Texas State,1,18,4,10,1,0.5
243252535,2004,11/20/2004,47,Eastern Illinois,Samford,28,14,Eastern Illinois,Samford,0,14,10,10,0.4,0.4
243252542,2004,11/20/2004,47,Hampton,Savannah State,58,7,Hampton,Savannah State,0,51,9,10,0.2222,0.9
243252617,2004,11/20/2004,47,Northwestern State,SF Austin,37,16,Northwestern State,SF Austin,0,21,7,4,0.5714,1
243252628,2004,11/20/2004,47,Southern Miss,TCU,17,42,TCU,Southern Miss,1,25,9,8,0.4444,0.625
243252634,2004,11/20/2004,47,Murray State,Tenn St,30,13,Murray State,Tenn St,0,17,9,10,0.3333,0.6
243252635,2004,11/20/2004,47,Eastern Kentucky,Tenn Tech,19,18,Eastern Kentucky,Tenn Tech,0,1,8,8,0.5,0.5
243252638,2004,11/20/2004,47,SMU,UTEP,27,57,UTEP,SMU,1,30,9,10,0.7778,0.3
243252640,2004,11/20/2004,47,Morgan State,Texas Southern,37,21,Morgan State,Texas Southern,0,16,10,10,0,0.4
243252643,2004,11/20/2004,47,W Carolina,Citadel,0,17,Citadel,W Carolina,1,17,9,8,0.2222,0.375
243252653,2004,11/20/2004,47,Middle Tennessee,Troy,17,37,Troy,Middle Tennessee,1,20,10,10,0.6,0.5
243252678,2004,11/20/2004,47,Wofford,Virginia Military Institute,19,18,Wofford,Virginia Military Institute,0,1,1,10,0,0.7
243252729,2004,11/20/2004,47,Richmond,William & Mary,14,38,William & Mary,Richmond,1,24,10,10,0.8,0.3
243282116,2004,11/23/2004,48,Kent State,UCF,41,24,Kent State,UCF,0,17,10,10,0,0.4
243282649,2004,11/23/2004,48,Bowling Green,Toledo,41,49,Toledo,Bowling Green,1,8,10,10,0.7,0.8
243300164,2004,11/25/2004,48,Connecticut,Rutgers,41,35,Connecticut,Rutgers,0,6,10,10,0.4,0.6
243300221,2004,11/25/2004,48,West Virginia,Pittsburgh,13,16,Pittsburgh,West Virginia,1,3,9,10,0.6667,0.8
243302011,2004,11/25/2004,48,Tuskegee,Alabama State,27,17,Tuskegee,Alabama State,0,10,9,0,0.8889,0
243310012,2004,11/26/2004,48,Arizona State,Arizona,27,34,Arizona,Arizona State,1,7,10,10,0.2,0.8
243310158,2004,11/26/2004,48,Colorado,Nebraska,26,20,Colorado,Nebraska,0,6,10,10,0.5,0.6
243310251,2004,11/26/2004,48,Texas A&M,Texas,13,26,Texas,Texas A&M,1,13,10,10,0.9,0.7
243320008,2004,11/26/2004,48,LSU,Arkansas,43,14,LSU,Arkansas,0,29,10,10,0.5,0.8
243320023,2004,11/27/2004,48,Fresno State,San Jose State,62,28,Fresno State,San Jose State,0,34,10,10,0.2,0.7
243320030,2004,11/27/2004,48,Notre Dame,USC,10,41,USC,Notre Dame,1,31,10,10,1,0.6
243320048,2004,11/27/2004,48,Lafayette,Delaware,14,28,Delaware,Lafayette,1,14,11,11,0.7273,0.7273
243320058,2004,11/27/2004,48,Memphis,South Florida,31,15,Memphis,South Florida,0,16,9,10,0.4444,0.7
243320061,2004,11/27/2004,48,Georgia Tech,Georgia,13,19,Georgia,Georgia Tech,1,6,10,10,0.8,0.6
243320062,2004,11/27/2004,48,Northwestern,Hawaii,41,49,Hawaii,Northwestern,1,8,10,11,0.5,0.5455
243320066,2004,11/27/2004,48,Missouri,Iowa State,17,14,Missouri,Iowa State,0,3,10,10,0.6,0.4
243320079,2004,11/27/2004,48,Eastern Washington,S Illinois,35,31,Eastern Washington,S Illinois,0,4,7,9,0.8571,0.7778
243320097,2004,11/27/2004,48,Cincinnati,Louisville,7,70,Louisville,Cincinnati,1,63,9,10,0.8889,0.6
243320103,2004,11/27/2004,48,Syracuse,Boston College,43,17,Syracuse,Boston College,0,26,10,10,0.8,0.5
243320120,2004,11/27/2004,48,Wake Forest,Maryland,7,13,Maryland,Wake Forest,1,6,10,10,0.4,0.4
243320145,2004,11/27/2004,48,Mississippi State,Ole Miss,3,20,Ole Miss,Mississippi State,1,17,10,3,0.3,0.3333
243320149,2004,11/27/2004,48,Northwestern St,Montana,7,56,Montana,Northwestern St,1,49,11,6,0.8182,0.5
243320151,2004,11/27/2004,48,East Carolina,NC State,14,52,NC State,East Carolina,1,38,6,10,0.1667,0.2
243320202,2004,11/27/2004,48,UTEP,Tulsa,35,37,Tulsa,UTEP,1,2,11,10,0.2727,0.8
243320231,2004,11/27/2004,48,Jacksonville St,Furman,7,49,Furman,Jacksonville St,1,42,11,3,0.8182,1
243320259,2004,11/27/2004,48,Virginia,Virginia Tech,10,24,Virginia Tech,Virginia,1,14,10,10,0.8,0.8
243320290,2004,11/27/2004,48,New Hampshire,Georgia Southern,27,23,New Hampshire,Georgia Southern,0,4,4,11,1,0.8182
243322226,2004,11/27/2004,48,Edward Waters,Florida Atlantic,15,49,Florida Atlantic,Edward Waters,1,34,9,0,0.6667,0
243322229,2004,11/27/2004,48,Florida A&M,FIU,23,40,FIU,Florida A&M,1,17,0,10,0,0.3
243322329,2004,11/27/2004,48,James Madison,Lehigh,14,13,James Madison,Lehigh,0,1,11,11,0.8182,0.8182
243322440,2004,11/27/2004,48,Boise State,Nevada,58,21,Boise State,Nevada,0,37,11,10,0.4545,1
243322534,2004,11/27/2004,48,W Kentucky,Sam Houston State,24,54,Sam Houston State,W Kentucky,1,30,5,9,1,0.7778
243322572,2004,11/27/2004,48,UAB,Southern Miss,21,26,Southern Miss,UAB,1,5,9,10,0.5556,0.7
243322628,2004,11/27/2004,48,Tulane,TCU,35,31,Tulane,TCU,0,4,10,9,0.5,0.4444
243322633,2004,11/27/2004,48,Kentucky,Tennessee,31,37,Tennessee,Kentucky,1,6,10,10,0.8,0.2
243322641,2004,11/27/2004,48,Oklahoma State,Texas Tech,15,31,Texas Tech,Oklahoma State,1,16,10,10,0.6,0.7
243322729,2004,11/27/2004,48,Hampton,William & Mary,35,42,William & Mary,Hampton,1,7,11,11,0.8182,0.9091
243322755,2004,11/27/2004,48,Southern,Grambling State,13,24,Grambling State,Southern,1,11,5,8,0.8,0.75
243340242,2004,11/29/2004,49,Louisiana Tech,Rice,51,14,Louisiana Tech,Rice,0,37,10,11,0.3,0.4545
243370193,2004,12/2/2004,49,Toledo,Miami (OH),35,27,Toledo,Miami (OH),0,8,11,11,0.7273,0.7273
243380058,2004,12/4/2004,49,Pittsburgh,South Florida,43,14,Pittsburgh,South Florida,0,29,10,10,0.4,0.7
243390002,2004,12/4/2004,49,Auburn,Tennessee,38,28,Auburn,Tennessee,0,10,11,11,0.8182,1
243390026,2004,12/4/2004,49,USC,UCLA,29,24,USC,UCLA,0,5,10,11,0.6,1
243390038,2004,12/4/2004,49,Colorado,Oklahoma,3,42,Oklahoma,Colorado,1,39,11,11,1,0.6364
243390062,2004,12/4/2004,49,Michigan State,Hawaii,38,41,Hawaii,Michigan State,1,3,11,11,0.5455,0.4545
243390149,2004,12/4/2004,49,New Hampshire,Montana,17,47,Montana,New Hampshire,1,30,12,12,0.8333,0.8333
243390231,2004,12/4/2004,49,James Madison,Furman,14,13,James Madison,Furman,0,1,12,12,0.8333,0.8333
243392011,2004,12/4/2004,49,AR-Pine Bluff,Alabama State,14,21,Alabama State,AR-Pine Bluff,1,7,10,1,0.8,1
243392226,2004,12/4/2004,49,FIU,Florida Atlantic,10,17,Florida Atlantic,FIU,1,7,10,1,0.7,1
243392390,2004,12/4/2004,49,Virginia Tech,Miami (FL),16,10,Virginia Tech,Miami (FL),0,6,10,11,0.8,0.8182
243392426,2004,12/4/2004,49,Army,Navy,13,42,Navy,Army,1,29,10,10,0.8,0.2
243392534,2004,12/4/2004,49,Sam Houston,Eastern Washington,35,34,Sam Houston,Eastern Washington,0,1,10,6,0.8,0.6667
243392572,2004,12/4/2004,49,California,Southern Miss,26,16,California,Southern Miss,0,10,10,10,0.6,0.9
243392655,2004,12/4/2004,49,Louisville,Tulane,55,7,Louisville,Tulane,0,48,10,10,0.5,0.9
243392729,2004,12/4/2004,49,Delaware,William & Mary,38,44,William & Mary,Delaware,1,6,12,12,0.8333,0.75
243452729,2004,12/10/2004,50,James Madison,William & Mary,48,34,James Madison,William & Mary,0,14,13,13,0.8462,0.8462
243460149,2004,12/11/2004,50,Sam Houston,Montana,13,34,Montana,Sam Houston,1,21,13,7,0.8462,0.7143
243462582,2004,12/11/2004,50,Alabama State,Southern,40,35,Alabama State,Southern,0,5,9,11,0.6667,0.8182
243492572,2004,12/14/2004,51,Southern Miss,North Texas,31,10,Southern Miss,North Texas,0,21,11,11,0.6364,0.5455
243520149,2004,12/17/2004,51,James Madison,Montana,31,21,James Madison,Montana,0,10,14,14,0.8571,0.8571
243560059,2004,12/21/2004,52,Syracuse,Georgia Tech,14,51,Georgia Tech,Syracuse,1,37,11,11,0.5455,0.5455
243570235,2004,12/22/2004,52,Bowling Green,Memphis,52,35,Bowling Green,Memphis,0,17,11,11,0.7273,0.7273
243582132,2004,12/23/2004,52,Marshall,Cincinnati,14,32,Cincinnati,Marshall,1,18,11,11,0.5455,0.5455
243582751,2004,12/23/2004,52,Wyoming,UCLA,24,21,Wyoming,UCLA,0,3,11,11,0.5455,0.5455
243590005,2004,12/24/2004,52,Hawaii,UAB,59,40,Hawaii,UAB,0,19,11,12,0.6364,0.5833
243620278,2004,12/27/2004,53,Virginia,Fresno State,34,37,Fresno State,Virginia,1,3,11,11,0.7273,0.7273
243622649,2004,12/27/2004,53,Toledo,Connecticut,10,39,Connecticut,Toledo,1,29,11,12,0.6364,0.75
243630066,2004,12/28/2004,53,Miami (OH),Iowa State,13,17,Iowa State,Miami (OH),1,4,11,12,0.5455,0.6667
243630087,2004,12/28/2004,53,Notre Dame,Oregon State,21,38,Oregon State,Notre Dame,1,17,11,11,0.5455,0.5455
243640197,2004,12/29/2004,53,Oklahoma State,Ohio State,7,33,Ohio State,Oklahoma State,1,26,11,11,0.6364,0.6364
243642638,2004,12/29/2004,53,Colorado,UTEP,33,28,Colorado,UTEP,0,5,11,12,0.7273,0.5833
243650025,2004,12/30/2004,53,Texas Tech,California,45,31,Texas Tech,California,0,14,11,11,0.9091,0.6364
243650153,2004,12/30/2004,53,North Carolina,Boston College,24,37,Boston College,North Carolina,1,13,11,11,0.7273,0.5455
243652426,2004,12/30/2004,53,New Mexico,Navy,19,34,Navy,New Mexico,1,15,11,11,0.8182,0.6364
243652653,2004,12/30/2004,53,Troy,Northern Illinois,21,34,Northern Illinois,Troy,1,13,4,11,0.75,0.6364
243660057,2004,12/31/2004,53,Miami (FL),Florida,27,10,Miami (FL),Florida,0,17,11,11,0.6364,0.7273
243660097,2004,12/31/2004,53,Boise State,Louisville,40,44,Louisville,Boise State,1,4,11,11,0.9091,1
243660135,2004,12/31/2004,53,Alabama,Minnesota,16,20,Minnesota,Alabama,1,4,11,11,0.5455,0.5455
243662509,2004,12/31/2004,53,Arizona State,Purdue,27,23,Arizona State,Purdue,0,4,11,11,0.6364,0.7273
250010130,2004,1/1/2005,53,Michigan,Texas,37,38,Texas,Michigan,1,1,11,11,0.9091,0.8182
250010221,2004,1/1/2005,53,Pittsburgh,Utah,7,35,Utah,Pittsburgh,1,28,11,11,1,0.7273
250010245,2004,1/1/2005,53,Tennessee,Texas A&M,38,7,Tennessee,Texas A&M,0,31,11,12,0.6364,0.75
250010275,2004,1/1/2005,53,Georgia,Wisconsin,24,21,Georgia,Wisconsin,0,3,11,11,0.8182,0.8182
250010277,2004,1/1/2005,53,Florida State,West Virginia,30,18,Florida State,West Virginia,0,12,11,11,0.7273,0.7273
250012294,2004,1/1/2005,53,LSU,Iowa,25,30,Iowa,LSU,1,5,11,11,0.8182,0.8182
250030259,2004,1/3/2005,54,Virginia Tech,Auburn,13,16,Auburn,Virginia Tech,1,3,12,12,1,0.8333
250040030,2004,1/4/2005,54,USC,Oklahoma,55,19,USC,Oklahoma,0,36,12,12,1,1
252440009,2005,9/1/2005,36,Temple,Arizona State,16,63,Arizona State,Temple,1,47,0,0,0,0
252440041,2005,9/1/2005,36,Buffalo,Connecticut,0,38,Connecticut,Buffalo,1,38,0,0,0,0
252440055,2005,9/1/2005,36,Furman,Jacksonville St,37,35,Furman,Jacksonville St,0,2,0,0,0,0
252440119,2005,9/1/2005,36,Morgan State,Towson,26,29,Towson,Morgan State,1,3,0,0,0,0
252440154,2005,9/1/2005,36,Vanderbilt,Wake Forest,24,20,Vanderbilt,Wake Forest,0,4,0,0,0,0
252440202,2005,9/1/2005,36,Minnesota,Tulsa,41,10,Minnesota,Tulsa,0,31,0,0,0,0
252440248,2005,9/1/2005,36,Oregon,Houston,38,24,Oregon,Houston,0,14,0,0,0,0
252440257,2005,9/1/2005,36,Massachusetts,Richmond,19,6,Massachusetts,Richmond,0,13,0,0,0,0
252440265,2005,9/1/2005,36,Idaho,Washington St,26,38,Washington St,Idaho,1,12,0,0,0,0
252440276,2005,9/1/2005,36,William & Mary,Marshall,24,36,Marshall,William & Mary,1,12,0,0,0,0
252440282,2005,9/1/2005,36,Eastern Illinois,Indiana State,24,13,Eastern Illinois,Indiana State,0,11,0,0,0,0
252440304,2005,9/1/2005,36,Southern Utah,Idaho State,13,38,Idaho State,Southern Utah,1,25,0,0,0,0
252442132,2005,9/1/2005,36,E Michigan,Cincinnati,26,28,Cincinnati,E Michigan,1,2,0,0,0,0
252442433,2005,9/1/2005,36,Northwestern St,Louisiana-Monroe,27,23,Northwestern St,Louisiana-Monroe,0,4,0,0,0,0
252442449,2005,9/1/2005,36,AR-Monticello,North Dakota State,7,59,North Dakota State,AR-Monticello,1,52,0,0,0,0
252442460,2005,9/1/2005,36,Drake,Northern Iowa,17,52,Northern Iowa,Drake,1,35,0,0,0,0
252442464,2005,9/1/2005,36,Adams St,Northern Arizona,13,52,Northern Arizona,Adams St,1,39,0,0,0,0
252442535,2005,9/1/2005,36,Edward Waters,Samford,7,60,Samford,Edward Waters,1,53,0,0,0,0
252442546,2005,9/1/2005,36,S Illinois,Southeast Missouri State,58,23,S Illinois,Southeast Missouri State,0,35,0,0,0,0
252442579,2005,9/1/2005,36,UCF,South Carolina,15,24,South Carolina,UCF,1,9,0,0,0,0
252442617,2005,9/1/2005,36,Henderson St,Stephen F. Austin,38,49,Stephen F. Austin,Henderson St,1,11,0,0,0,0
252442630,2005,9/1/2005,36,Central Arkansas,UT Martin,34,35,UT Martin,Central Arkansas,1,1,0,0,0,0
252442649,2005,9/1/2005,36,W Illinois,Toledo,14,62,Toledo,W Illinois,1,48,0,0,0,0
252442717,2005,9/1/2005,36,Mars Hill,Western Carolina,7,21,Western Carolina,Mars Hill,1,14,0,0,0,0
252442754,2005,9/1/2005,36,Slippery Rock,Youngstown State,14,44,Youngstown State,Slippery Rock,1,30,0,0,0,0
252450254,2005,9/2/2005,36,Arizona,Utah,24,27,Utah,Arizona,1,3,0,0,0,0
252452117,2005,9/2/2005,36,Indiana,Central Michigan,20,13,Indiana,Central Michigan,0,7,0,0,0,0
252460002,2005,9/3/2005,36,Georgia Tech,Auburn,23,14,Georgia Tech,Auburn,0,9,0,0,0,0
252460008,2005,9/3/2005,36,Missouri State,Arkansas,17,49,Arkansas,Missouri State,1,32,0,0,0,0
252460021,2005,9/3/2005,36,UCLA,San Diego State,44,21,UCLA,San Diego State,0,23,0,0,0,0
252460023,2005,9/3/2005,36,Eastern Washington,San Jose State,24,35,San Jose State,Eastern Washington,1,11,0,0,0,0
252460025,2005,9/3/2005,36,Sacramento St,California,3,41,California,Sacramento St,1,38,0,0,0,0
252460038,2005,9/3/2005,36,Colorado State,Colorado,28,31,Colorado,Colorado State,1,3,0,0,0,0
252460047,2005,9/3/2005,36,Winston-Salem,Howard,6,20,Howard,Winston-Salem,1,14,0,0,0,0
252460050,2005,9/3/2005,36,Delaware State,Florida A&M,21,17,Delaware State,Florida A&M,0,4,0,0,0,0
252460057,2005,9/3/2005,36,Wyoming,Florida,14,32,Florida,Wyoming,1,18,0,0,0,0
252460061,2005,9/3/2005,36,Boise State,Georgia,13,48,Georgia,Boise State,1,35,0,0,0,0
252460062,2005,9/3/2005,36,USC,Hawaii,63,17,USC,Hawaii,0,46,0,0,0,0
252460066,2005,9/3/2005,36,Illinois State,Iowa State,21,32,Iowa State,Illinois State,1,11,0,0,0,0
252460077,2005,9/3/2005,36,Ohio,Northwestern,14,38,Northwestern,Ohio,1,24,0,0,0,0
252460107,2005,9/3/2005,36,Sacred Heart,Holy Cross,21,56,Holy Cross,Sacred Heart,1,35,0,0,0,0
252460111,2005,9/3/2005,36,Georgia Southern,Northeastern,41,38,Georgia Southern,Northeastern,0,3,0,0,0,0
252460127,2005,9/3/2005,36,Kent State,Michigan State,14,49,Michigan State,Kent State,1,35,0,0,0,0
252460130,2005,9/3/2005,36,N Illinois,Michigan,17,33,Michigan,N Illinois,1,16,0,0,0,0
252460149,2005,9/3/2005,36,Fort Lewis,Montana,0,55,Montana,Fort Lewis,1,55,0,0,0,0
252460151,2005,9/3/2005,36,Duke,East Carolina,21,24,East Carolina,Duke,1,3,0,0,0,0
252460158,2005,9/3/2005,36,Maine,Nebraska,7,25,Nebraska,Maine,1,18,0,0,0,0
252460166,2005,9/3/2005,36,UTEP,New Mexico State,34,17,UTEP,New Mexico State,0,17,0,0,0,0
252460194,2005,9/3/2005,36,Miami (OH),Ohio State,14,34,Ohio State,Miami (OH),1,20,0,0,0,0
252460197,2005,9/3/2005,36,Montana State,Oklahoma State,10,15,Oklahoma State,Montana State,1,5,0,0,0,0
252460201,2005,9/3/2005,36,TCU,Oklahoma,17,10,TCU,Oklahoma,0,7,0,0,0,0
252460204,2005,9/3/2005,36,Portland State,Oregon State,14,41,Oregon State,Portland State,1,27,0,0,0,0
252460213,2005,9/3/2005,36,South Florida,Penn State,13,23,Penn State,South Florida,1,10,0,0,0,0
252460221,2005,9/3/2005,36,Notre Dame,Pittsburgh,42,21,Notre Dame,Pittsburgh,0,21,0,0,0,0
252460227,2005,9/3/2005,36,Fordham,Rhode Island,20,34,Rhode Island,Fordham,1,14,0,0,0,0
252460228,2005,9/3/2005,36,Texas A&M,Clemson,24,25,Clemson,Texas A&M,1,1,0,0,0,0
252460236,2005,9/3/2005,36,Tenn Tech,Chattanooga,23,30,Chattanooga,Tenn Tech,1,7,0,0,0,0
252460251,2005,9/3/2005,36,Louisiana-Lafayette,Texas,3,60,Texas,Louisiana-Lafayette,1,57,0,0,0,0
252460252,2005,9/3/2005,36,Boston College,BYU,20,3,Boston College,BYU,0,17,0,0,0,0
252460256,2005,9/3/2005,36,Lock Haven,James Madison,0,56,James Madison,Lock Haven,1,56,0,0,0,0
252460258,2005,9/3/2005,36,W Michigan,Virginia,19,31,Virginia,W Michigan,1,12,0,0,0,0
252460275,2005,9/3/2005,36,Bowling Green,Wisconsin,42,56,Wisconsin,Bowling Green,1,14,0,0,0,0
252460301,2005,9/3/2005,36,Azusa Pacific,San Diego,6,30,San Diego,Azusa Pacific,1,24,0,0,0,0
252460302,2005,9/3/2005,36,New Hampshire,UC Davis,17,13,New Hampshire,UC Davis,0,4,0,0,0,0
252460326,2005,9/3/2005,36,Delta St,Texas State,25,32,Texas State,Delta St,1,7,0,0,0,0
252460333,2005,9/3/2005,36,Middle Tennessee,Alabama,7,26,Alabama,Middle Tennessee,1,19,0,0,0,0
252460344,2005,9/3/2005,36,Murray State,Mississippi State,6,38,Mississippi State,Murray State,1,32,0,0,0,0
252460356,2005,9/3/2005,36,Rutgers,Illinois,30,33,Illinois,Rutgers,1,3,0,0,0,0
252462005,2005,9/3/2005,36,Washington,Air Force,17,20,Air Force,Washington,1,3,0,0,0,0
252462011,2005,9/3/2005,36,S Carolina St,Alabama State,27,14,S Carolina St,Alabama State,0,13,0,0,0,0
252462032,2005,9/3/2005,36,Missouri,Arkansas State,44,17,Missouri,Arkansas State,0,27,0,0,0,0
252462065,2005,9/3/2005,36,Elizabeth City St,Bethune-Cookman,7,34,Bethune-Cookman,Elizabeth City St,1,27,0,0,0,0
252462083,2005,9/3/2005,36,Georgetown,Bucknell,19,16,Georgetown,Bucknell,0,3,0,0,0,0
252462086,2005,9/3/2005,36,Albion,Butler,28,23,Albion,Butler,0,5,0,0,0,0
252462128,2005,9/3/2005,36,Austin Peay,Charleston (WV),19,27,Charleston (WV),Austin Peay,1,8,0,0,0,0
252462142,2005,9/3/2005,36,Central Connecticut State,Colgate,24,22,Central Connecticut State,Colgate,0,2,0,0,0,0
252462184,2005,9/3/2005,36,Robert Morris,Duquesne,12,23,Duquesne,Robert Morris,1,11,0,0,0,0
252462198,2005,9/3/2005,36,Appalachian State,E Kentucky,24,16,Appalachian State,E Kentucky,0,8,0,0,0,0
252462210,2005,9/3/2005,36,Coastal Carolina,Elon,17,10,Coastal Carolina,Elon,0,7,0,0,0,0
252462261,2005,9/3/2005,36,Jackson State,Hampton,7,20,Hampton,Jackson State,1,13,0,0,0,0
252462294,2005,9/3/2005,36,Ball State,Iowa,0,56,Iowa,Ball State,1,56,0,0,0,0
252462305,2005,9/3/2005,36,Florida Atlantic,Kansas,19,30,Kansas,Florida Atlantic,1,11,0,0,0,0
252462306,2005,9/3/2005,36,Florida International,Kansas State,21,35,Kansas State,Florida International,1,14,0,0,0,0
252462329,2005,9/3/2005,36,Monmouth,Lehigh,26,54,Lehigh,Monmouth,1,28,0,0,0,0
252462335,2005,9/3/2005,36,Concord,Liberty,6,17,Liberty,Concord,1,11,0,0,0,0
252462368,2005,9/3/2005,36,Lafayette,Marist,40,21,Lafayette,Marist,0,19,0,0,0,0
252462400,2005,9/3/2005,36,Arkansas-Pine Bluff,Miss Valley St,17,30,Miss Valley St,Arkansas-Pine Bluff,1,13,0,0,0,0
252462426,2005,9/3/2005,36,Maryland,Navy,23,20,Maryland,Navy,0,3,0,0,0,0
252462450,2005,9/3/2005,36,Virginia St,Norfolk State,34,6,Virginia St,Norfolk State,0,28,0,0,0,0
252462458,2005,9/3/2005,36,Colorado Mines,Northern Colorado,31,52,Northern Colorado,Colorado Mines,1,21,0,0,0,0
252462542,2005,9/3/2005,36,Benedict,Savannah State,31,14,Benedict,Savannah State,0,17,0,0,0,0
252462567,2005,9/3/2005,36,Baylor,SMU,28,23,Baylor,SMU,0,5,0,0,0,0
252462571,2005,9/3/2005,36,UW-La Crosse,South Dakota State,13,42,South Dakota State,UW-La Crosse,1,29,0,0,0,0
252462598,2005,9/3/2005,36,Morehead State,St Francis (PA),26,25,Morehead State,St Francis (PA),0,1,0,0,0,0
252462633,2005,9/3/2005,36,UAB,Tennessee,10,17,Tennessee,UAB,1,7,0,0,0,0
252462634,2005,9/3/2005,36,Alabama A&M,Tenn St,27,14,Alabama A&M,Tenn St,0,13,0,0,0,0
252462643,2005,9/3/2005,36,Charleston Southern,Citadel,14,28,Citadel,Charleston Southern,1,14,0,0,0,0
252462653,2005,9/3/2005,36,Cal Poly,Troy,10,27,Troy,Cal Poly,1,17,0,0,0,0
252462678,2005,9/3/2005,36,Davidson,VMI,0,33,VMI,Davidson,1,33,0,0,0,0
252462681,2005,9/3/2005,36,La Salle,Wagner,27,41,Wagner,La Salle,1,14,0,0,0,0
252462692,2005,9/3/2005,36,Western St.,Weber State,0,61,Weber State,Western St.,1,61,0,0,0,0
252462741,2005,9/3/2005,36,Valparaiso,Wisconsin Lutheran,17,3,Valparaiso,Wisconsin Lutheran,0,14,0,0,0,0
252462747,2005,9/3/2005,36,G'town (KY),Wofford,24,34,Wofford,G'town (KY),1,10,0,0,0,0
252462838,2005,9/3/2005,36,Dayton,Tiffin,38,0,Dayton,Tiffin,0,38,0,0,0,0
252470096,2005,9/4/2005,37,Louisville,Kentucky,31,24,Louisville,Kentucky,0,7,0,0,0,0
252470152,2005,9/4/2005,37,Virginia Tech,North Carolina State,20,16,Virginia Tech,North Carolina State,0,4,0,0,0,0
252470183,2005,9/4/2005,37,West Virginia,Syracuse,15,7,West Virginia,Syracuse,0,8,0,0,0,0
252480052,2005,9/5/2005,37,Miami (FL),Florida State,7,10,Florida State,Miami (FL),1,3,0,0,0,0
252480167,2005,9/5/2005,37,UNLV,New Mexico,22,24,New Mexico,UNLV,1,2,0,0,0,0
252480235,2005,9/5/2005,37,Ole Miss,Memphis,10,6,Ole Miss,Memphis,0,4,0,0,0,0
252482428,2005,9/5/2005,37,N Carolina A&T,NC Central,22,23,NC Central,N Carolina A&T,1,1,0,0,0,0
252512226,2005,9/8/2005,37,Oklahoma State,Florida Atlantic,23,3,Oklahoma State,Florida Atlantic,0,20,1,1,0,1
252512710,2005,9/8/2005,37,Northern Colorado,W Illinois,23,28,W Illinois,Northern Colorado,1,5,1,1,0,1
252520195,2005,9/9/2005,37,Pittsburgh,Ohio,10,16,Ohio,Pittsburgh,1,6,1,1,0,0
252522440,2005,9/9/2005,37,Washington St,Nevada,55,21,Washington St,Nevada,0,34,0,1,0,1
252530002,2005,9/10/2005,37,Mississippi St,Auburn,0,28,Auburn,Mississippi St,1,28,1,0,0,0
252530008,2005,9/10/2005,37,Vanderbilt,Arkansas,28,24,Vanderbilt,Arkansas,0,4,1,1,1,1
252530012,2005,9/10/2005,37,N Arizona,Arizona,12,31,Arizona,N Arizona,1,19,1,0,0,0
252530013,2005,9/10/2005,37,Sacramento St,Cal Poly,13,37,Cal Poly,Sacramento St,1,24,1,1,0,0
252530026,2005,9/10/2005,37,Rice,UCLA,21,63,UCLA,Rice,1,42,1,0,1,0
252530038,2005,9/10/2005,37,New Mexico St,Colorado,0,39,Colorado,New Mexico St,1,39,1,0,1,0
252530041,2005,9/10/2005,37,Liberty,Connecticut,0,59,Connecticut,Liberty,1,59,1,1,1,1
252530047,2005,9/10/2005,37,Hampton,Howard,22,12,Hampton,Howard,0,10,1,1,1,1
252530048,2005,9/10/2005,37,Lehigh,Delaware,33,34,Delaware,Lehigh,1,1,0,1,0,1
252530052,2005,9/10/2005,37,Citadel,Florida State,10,62,Florida State,Citadel,1,52,1,1,1,1
252530055,2005,9/10/2005,37,Chattanooga,Jacksonville St,21,18,Chattanooga,Jacksonville St,0,3,1,1,0,1
252530057,2005,9/10/2005,37,Louisiana Tech,Florida,3,41,Florida,Louisiana Tech,1,38,1,0,1,0
252530058,2005,9/10/2005,37,Florida A&M,South Florida,3,37,South Florida,Florida A&M,1,34,1,1,0,0
252530059,2005,9/10/2005,37,North Carolina,Georgia Tech,21,27,Georgia Tech,North Carolina,1,6,1,0,1,0
252530061,2005,9/10/2005,37,South Carolina,Georgia,15,17,Georgia,South Carolina,1,2,1,1,1,1
252530066,2005,9/10/2005,37,Iowa,Iowa State,3,23,Iowa State,Iowa,1,20,1,1,1,1
