GID,Date,H,PTSH,V,PTSV,SEAS
400558009,8/30/2014,Albany,14,Holy Cross,13,2014
400558014,9/6/2014,Cent Conn St,0,Albany,19,2014
400558026,9/20/2014,Rhode Island,20,Albany,37,2014
400558033,9/27/2014,Albany,42,Columbia,7,2014
400558038,10/4/2014,Albany,28,James Madison,31,2014
400558047,10/11/2014,Albany,28,Richmond,41,2014
400558050,10/18/2014,Maine,7,Albany,20,2014
400558056,10/25/2014,Albany,24,Colgate,17,2014
400558066,11/1/2014,New Hampshire,49,Albany,24,2014
400558675,8/30/2014,Alcorn State,55,Lynchburg,7,2014
400548016,9/6/2014,Southern Miss,26,Alcorn State,20,2014
400558676,9/13/2014,Alcorn State,52,Louisiana ,10,2014
400558677,9/20/2014,Miss Valley St,9,Alcorn State,52,2014
400558678,9/27/2014,Alcorn State,56,Southern,16,2014
400558679,10/11/2014,Grambling St,28,Alcorn State,21,2014
400558680,10/18/2014,Alcorn State,40,Texas Southern,25,2014
400558681,10/25/2014,PV A&M,48,Alcorn State,77,2014
400547943,8/30/2014,Michigan,52,Appalachian State,14,2014
400548408,9/6/2014,Appalachian State,66,Campbell,0,2014
400548032,9/20/2014,Southern Miss,21,Appalachian State,20,2014
400550418,9/25/2014,Ga. Southern,34,Appalachian State,14,2014
400548418,10/4/2014,Appalachian State,21,South Alabama,47,2014
400548423,10/11/2014,Appalachian State,48,Liberty,55,2014
400548428,10/18/2014,Troy,14,Appalachian State,53,2014
400548435,11/1/2014,Appalachian State,44,Georgia State,0,2014
400548177,8/29/2014,Arizona,58,UNLV,13,2014
400548018,9/4/2014,UTSA,23,Arizona,26,2014
400548192,9/13/2014,Arizona,35,Nevada,28,2014
400548266,9/20/2014,Arizona,49,California,45,2014
400548274,10/2/2014,Oregon,24,Arizona,31,2014
400548281,10/11/2014,Arizona,26,USC,28,2014
400548290,10/25/2014,Washington St,37,Arizona,59,2014
400548295,11/1/2014,UCLA,17,Arizona,7,2014
400548255,8/28/2014,Arizona State,45,Weber State,14,2014
400548185,9/6/2014,New Mexico,23,Arizona State,58,2014
400548263,9/13/2014,Colorado,24,Arizona State,38,2014
400548269,9/25/2014,Arizona State,27,UCLA,62,2014
400548275,10/4/2014,USC,34,Arizona State,38,2014
400548285,10/18/2014,Arizona State,26,Stanford,10,2014
400548291,10/25/2014,Washington,10,Arizona State,24,2014
400548296,11/1/2014,Arizona State,19,Utah,16,2014
400548398,8/30/2014,Auburn,45,Arkansas,21,2014
400548393,9/6/2014,Arkansas,73,Nicholls State,7,2014
400547851,9/13/2014,Texas Tech,28,Arkansas,49,2014
400548115,9/20/2014,Arkansas,52,N Illinois,14,2014
400548382,9/27/2014,Arkansas,28,Texas A&M,35,2014
400548359,10/18/2014,Arkansas,32,Georgia,45,2014
400548059,10/25/2014,Arkansas,45,UAB,17,2014
400548350,11/1/2014,Mississippi St,17,Arkansas,10,2014
400548405,8/30/2014,Arkansas State,37,Montana State,10,2014
400548396,9/6/2014,Tennessee,34,Arkansas State,19,2014
400547788,9/13/2014,Miami (FL),41,Arkansas State,20,2014
400548203,9/20/2014,Arkansas State,21,Utah State,14,2014
400548419,10/4/2014,Arkansas State,28,UL Monroe,14,2014
400548424,10/11/2014,Georgia State,10,Arkansas State,52,2014
400548431,10/21/2014,LA-Lafayette,55,Arkansas State,40,2014
400548436,11/1/2014,Idaho,28,Arkansas State,44,2014
400548407,8/30/2014,Texas State,65,Arkansas-Pine Bluff,0,2014
400558685,9/27/2014,Arkansas-Pine Bluff,30,Jackson State,33,2014
400558686,10/4/2014,Southern,51,Arkansas-Pine Bluff,36,2014
400558687,10/18/2014,Grambling St,63,Arkansas-Pine Bluff,39,2014
400558688,10/25/2014,Texas Southern,37,Arkansas-Pine Bluff,38,2014
400558689,11/1/2014,Arkansas-Pine Bluff,24,Miss Valley St,14,2014
400548098,9/6/2014,Army,47,Buffalo,39,2014
400548265,9/13/2014,Stanford,35,Army,0,2014
400547832,9/20/2014,Wake Forest,24,Army,21,2014
400548459,9/27/2014,Yale,49,Army,43,2014
400548120,10/4/2014,Army,33,Ball State,24,2014
400548049,10/11/2014,Army,21,Rice,41,2014
400548134,10/18/2014,Kent State,39,Army,17,2014
400548186,9/6/2014,Auburn,59,San Jose State,13,2014
400547856,9/18/2014,Kansas State,14,Auburn,20,2014
400548035,9/27/2014,Auburn,45,Louisiana Tech,17,2014
400548373,10/4/2014,Auburn,41,LSU,7,2014
400548369,10/11/2014,Mississippi St,38,Auburn,23,2014
400548356,10/25/2014,Auburn,42,South Carolina,35,2014
400548349,11/1/2014,Ole Miss,31,Auburn,35,2014
400547645,8/30/2014,Memphis,63,Austin Peay,0,2014
400558140,9/13/2014,Austin Peay,6,Chattanooga,42,2014
400559175,9/20/2014,E Illinois,63,Austin Peay,7,2014
400557474,9/27/2014,Illinois State,55,Austin Peay,6,2014
400559182,10/4/2014,Austin Peay,0,E Kentucky,31,2014
400558155,10/11/2014,Mercer,49,Austin Peay,21,2014
400559189,10/18/2014,Austin Peay,20,Murray State,13,2014
400559194,10/25/2014,UT Martin,37,Austin Peay,7,2014
400559198,11/1/2014,Jacksonville St,56,Austin Peay,0,2014
400548093,8/30/2014,Ball State,30,Colgate,10,2014
400547929,9/6/2014,Iowa,17,Ball State,13,2014
400548107,9/13/2014,Ball State,20,Indiana State,27,2014
400548111,9/20/2014,Toledo,34,Ball State,23,2014
400548132,10/11/2014,Ball State,38,W Michigan,42,2014
400548135,10/18/2014,Cent Michigan,29,Ball State,32,2014
400548150,11/5/2014,Ball State,21,N Illinois,35,2014
400547648,8/31/2014,Baylor,45,SMU,0,2014
400547842,9/6/2014,Baylor,70,Northwestern St,6,2014
400548106,9/12/2014,Buffalo,21,Baylor,63,2014
400547860,9/27/2014,Iowa State,28,Baylor,49,2014
400547865,10/4/2014,Texas,7,Baylor,28,2014
400547868,10/11/2014,Baylor,61,TCU,58,2014
400547874,10/18/2014,West Virginia,41,Baylor,27,2014
400547884,11/1/2014,Baylor,60,Kansas,14,2014
400548004,8/30/2014,FIU,12,Bethune-Cookman,14,2014
400558691,9/13/2014,Bethune-Cookman,36,Grambling St,23,2014
400547667,9/20/2014,UCF,41,Bethune-Cookman,7,2014
400558848,9/27/2014,Bethune-Cookman,34,Florida Tech,33,2014
400558849,10/4/2014,Bethune-Cookman,27,Delaware State,7,2014
400558850,10/11/2014,Bethune-Cookman,49,Howard,12,2014
400558851,10/18/2014,Savannah State,20,Bethune-Cookman,48,2014
400558852,10/25/2014,S Carolina St,20,Bethune-Cookman,14,2014
400558853,11/1/2014,Bethune-Cookman,34,N Carolina Cent,20,2014
400558854,11/6/2014,Norfolk State,7,Bethune-Cookman,13,2014
400548169,8/28/2014,Boise State,13,Ole Miss,35,2014
400548181,9/6/2014,Boise State,37,Colorado State,24,2014
400547661,9/13/2014,Connecticut,21,Boise State,38,2014
400548194,9/20/2014,Boise State,34,LA-Lafayette,9,2014
400548206,10/4/2014,Nevada,46,Boise State,51,2014
400548216,10/17/2014,Boise State,37,Fresno State,27,2014
400548221,10/24/2014,Boise State,55,BYU,30,2014
400547728,8/30/2014,Massachusetts,7,Boston College,30,2014
400547729,9/5/2014,Boston College,20,Pittsburgh,30,2014
400547730,9/13/2014,Boston College,37,USC,31,2014
400547731,9/20/2014,Boston College,40,Maine,10,2014
400547732,9/27/2014,Boston College,21,Colorado State,24,2014
400547733,10/11/2014,NC State,14,Boston College,30,2014
400547734,10/18/2014,Boston College,13,Clemson,17,2014
400547735,10/25/2014,Wake Forest,17,Boston College,23,2014
400547736,11/1/2014,Virginia Tech,31,Boston College,33,2014
400548003,8/29/2014,W Kentucky,59,Bowling Green,31,2014
400548105,9/6/2014,Bowling Green,48,VMI,7,2014
400547917,9/13/2014,Bowling Green,45,Indiana,42,2014
400548002,9/20/2014,Wisconsin,68,Bowling Green,17,2014
400548116,9/27/2014,Massachusetts,42,Bowling Green,47,2014
400548121,10/4/2014,Bowling Green,36,Buffalo,35,2014
400548127,10/11/2014,Ohio,13,Bowling Green,31,2014
400548138,10/18/2014,Bowling Green,14,W Michigan,26,2014
400558400,9/20/2014,Georgetown,17,Brown,3,2014
400558401,9/27/2014,Brown,14,Harvard,22,2014
400558041,10/4/2014,Rhode Island,13,Brown,20,2014
400558402,10/11/2014,Brown,27,Holy Cross,24,2014
400558403,10/18/2014,Princeton,27,Brown,16,2014
400558404,10/25/2014,Brown,42,Cornell,16,2014
400558405,11/1/2014,Pennsylvania,13,Brown,21,2014
400558005,8/28/2014,Stony Brook,7,Bryant,13,2014
400558478,9/6/2014,Bryant,40,Merrimack,14,2014
400558015,9/13/2014,Bryant,13,Maine,10,2014
400557411,9/20/2014,Liberty,38,Bryant,21,2014
400558489,10/4/2014,Bryant,34,Bucknell,15,2014
400558497,10/18/2014,St Francis (PA),27,Bryant,42,2014
400558498,10/25/2014,Bryant,42,Robert Morris,9,2014
400558502,11/1/2014,Bryant,31,Cent Conn St,3,2014
400558135,8/30/2014,Bucknell,42,VMI,38,2014
400559281,9/6/2014,Marist,0,Bucknell,22,2014
400558486,9/20/2014,Sacred Heart,20,Bucknell,36,2014
400558417,9/27/2014,Bucknell,20,Cornell,7,2014
400559399,10/11/2014,Lehigh,24,Bucknell,45,2014
400559400,10/25/2014,Georgetown,17,Bucknell,22,2014
400559403,11/1/2014,Bucknell,27,Lafayette,24,2014
400548094,8/30/2014,Buffalo,38,Duquesne,28,2014
400548114,9/20/2014,Buffalo,36,Norfolk State,7,2014
400548119,9/27/2014,Buffalo,35,Miami (OH),27,2014
400548128,10/11/2014,E Michigan,37,Buffalo,27,2014
400548140,10/25/2014,Buffalo,14,Cent Michigan,20,2014
400548149,11/5/2014,Ohio,37,Buffalo,14,2014
400561379,9/6/2014,Wittenberg,16,Butler,22,2014
400557465,9/13/2014,Youngstown St,44,Butler,13,2014
400559241,9/27/2014,Butler,7,Jacksonville,35,2014
400559317,10/4/2014,Stetson,41,Butler,49,2014
400559251,10/11/2014,Campbell,28,Butler,9,2014
400559301,10/18/2014,Butler,21,San Diego,27,2014
400559278,10/25/2014,Drake,21,Butler,19,2014
400559296,11/1/2014,Butler,62,Morehead State,52,2014
400547641,8/29/2014,Connecticut,10,BYU,35,2014
400547846,9/6/2014,Texas,7,BYU,41,2014
400547658,9/11/2014,BYU,33,Houston,25,2014
400547822,9/20/2014,BYU,41,Virginia,33,2014
400548204,10/3/2014,BYU,20,Utah State,35,2014
400547686,10/9/2014,UCF,31,BYU,24,2014
400548219,10/18/2014,BYU,35,Nevada,42,2014
400548064,11/1/2014,Middle Tennessee,7,BYU,27,2014
400548404,8/28/2014,New Mexico St,28,Cal Poly,10,2014
400553304,9/6/2014,South Dakota St,44,Cal Poly,18,2014
400553305,9/20/2014,Cal Poly,42,Portland State,14,2014
400553306,9/27/2014,N Arizona,38,Cal Poly,35,2014
400553307,10/4/2014,Cal Poly,42,Southern Utah,39,2014
400553308,10/11/2014,Weber State,24,Cal Poly,30,2014
400553309,10/18/2014,Sacramento St,27,Cal Poly,56,2014
400553310,10/25/2014,Cal Poly,41,Montana,21,2014
400553311,11/1/2014,Cal Poly,35,Montana State,27,2014
400547975,8/30/2014,Northwestern,24,California,31,2014
400548262,9/6/2014,California,55,Sacramento St,14,2014
400548271,9/27/2014,California,59,Colorado,56,2014
400548278,10/4/2014,Washington St,59,California,60,2014
400548283,10/11/2014,California,7,Washington,31,2014
400548287,10/18/2014,California,34,UCLA,36,2014
400548289,10/24/2014,California,41,Oregon,59,2014
400548300,11/1/2014,Oregon State,31,California,45,2014
400558114,8/28/2014,Campbell,9,Charlotte,33,2014
400557403,9/11/2014,Charl Southern,34,Campbell,10,2014
400559249,9/27/2014,Campbell,34,Valparaiso,24,2014
400559250,10/4/2014,Morehead State,24,Campbell,31,2014
400559252,10/18/2014,Campbell,28,Davidson,27,2014
400559253,10/25/2014,Marist,27,Campbell,20,2014
400559254,11/1/2014,Campbell,24,Stetson,28,2014
400547838,8/30/2014,Texas Tech,42,Central Arkansas,35,2014
400557918,9/6/2014,Central Arkansas,26,UT Martin,24,2014
400553377,9/13/2014,Montana State,43,Central Arkansas,33,2014
400557466,9/20/2014,Central Arkansas,31,Missouri State,33,2014
400557931,9/27/2014,Central Arkansas,52,Nicholls State,18,2014
400557936,10/4/2014,SF Austin,39,Central Arkansas,49,2014
400557942,10/11/2014,Central Arkansas,70,Houston Baptist,0,2014
400557949,10/18/2014,SE Louisiana,41,Central Arkansas,24,2014
400557953,10/25/2014,Central Arkansas,58,Northwestern St,35,2014
400558008,8/30/2014,Towson,27,Central Connecticut State,31,2014
400558482,9/13/2014,Holy Cross,20,Central Connecticut State,7,2014
400558426,9/20/2014,Dartmouth,35,Central Connecticut State,25,2014
400558032,9/27/2014,Central Connecticut State,38,Rhode Island,14,2014
400558492,10/11/2014,Central Connecticut State,20,Duquesne,28,2014
400558496,10/18/2014,Robert Morris,27,Central Connecticut State,24,2014
400558499,10/25/2014,Central Connecticut State,10,Wagner,20,2014
400548092,8/28/2014,Central Michigan,20,Chattanooga,16,2014
400547989,9/6/2014,Purdue,17,Central Michigan,38,2014
400547816,9/13/2014,Central Michigan,3,Syracuse,40,2014
400547857,9/20/2014,Kansas,24,Central Michigan,10,2014
400548117,9/27/2014,Toledo,42,Central Michigan,28,2014
400548124,10/4/2014,Central Michigan,28,Ohio,10,2014
400548129,10/11/2014,N Illinois,17,Central Michigan,34,2014
400548145,11/1/2014,E Michigan,7,Central Michigan,38,2014
400557399,9/6/2014,Charleston Southern,16,Newberry,10,2014
400557409,9/20/2014,Charleston Southern,20,Citadel,18,2014
400557415,9/27/2014,Charlotte,41,Charleston Southern,47,2014
400548372,10/11/2014,Vanderbilt,21,Charleston Southern,20,2014
400557426,10/18/2014,Charleston Southern,3,Presbyterian,7,2014
400557428,10/25/2014,Coast Carolina,43,Charleston Southern,22,2014
400557430,11/1/2014,Monmouth,0,Charleston Southern,27,2014
400558115,9/6/2014,Charlotte,56,Johnson C Smith,0,2014
400558116,9/13/2014,N Carolina Cent,28,Charlotte,40,2014
400558028,9/20/2014,Elon,20,Charlotte,13,2014
400557419,10/4/2014,Gardner-Webb,27,Charlotte,24,2014
400558117,10/11/2014,Citadel,63,Charlotte,56,2014
400558059,10/25/2014,Charlotte,40,James Madison,48,2014
400558138,9/6/2014,Chattanooga,23,Jacksonville St,26,2014
400558149,9/27/2014,Chattanooga,38,Samford,24,2014
400558153,10/4/2014,Chattanooga,55,VMI,7,2014
400548371,10/11/2014,Tennessee,45,Chattanooga,10,2014
400558159,10/18/2014,Citadel,14,Chattanooga,34,2014
400558161,10/25/2014,Chattanooga,38,Mercer,31,2014
400558167,11/1/2014,W Carolina,0,Chattanooga,51,2014
400547659,9/12/2014,Cincinnati,58,Toledo,34,2014
400547668,9/20/2014,Cincinnati,31,Miami (OH),24,2014
400547674,9/27/2014,Ohio State,50,Cincinnati,28,2014
400547683,10/4/2014,Cincinnati,14,Memphis,41,2014
400547687,10/11/2014,Miami (FL),55,Cincinnati,34,2014
400547693,10/18/2014,SMU,3,Cincinnati,41,2014
400547697,10/24/2014,Cincinnati,34,South Florida,17,2014
400547700,10/31/2014,Tulane,14,Cincinnati,38,2014
400557396,8/30/2014,Citadel,16,Coast Carolina,31,2014
400547763,9/6/2014,Florida State,37,Citadel,12,2014
400557414,9/27/2014,Citadel,37,Gardner-Webb,14,2014
400558152,10/4/2014,Wofford,17,Citadel,13,2014
400558160,10/25/2014,W Carolina,29,Citadel,15,2014
400558165,11/1/2014,Mercer,26,Citadel,28,2014
400547740,8/30/2014,Georgia,45,Clemson,21,2014
400547741,9/6/2014,Clemson,73,S Carolina St,7,2014
400547742,9/20/2014,Florida State,23,Clemson,17,2014
400547743,9/27/2014,Clemson,50,North Carolina,35,2014
400547744,10/4/2014,Clemson,41,NC State,0,2014
400547745,10/11/2014,Clemson,23,Louisville,17,2014
400547746,10/25/2014,Clemson,16,Syracuse,6,2014
400547747,11/6/2014,Wake Forest,20,Clemson,34,2014
400557400,9/6/2014,N Carolina A&T,30,Coastal Carolina,31,2014
400557406,9/13/2014,Coastal Carolina,30,S Carolina St,3,2014
400557412,9/20/2014,Florida A&M,3,Coastal Carolina,48,2014
400557416,9/27/2014,Coastal Carolina,31,Elon,3,2014
400557421,10/4/2014,Furman,31,Coastal Carolina,37,2014
400557424,10/11/2014,Presbyterian,28,Coastal Carolina,40,2014
400557431,11/1/2014,Gardner-Webb,14,Coastal Carolina,38,2014
400558018,9/13/2014,Delaware,28,Colgate,25,2014
400558416,9/20/2014,Colgate,27,Cornell,12,2014
400559394,9/27/2014,Colgate,19,Georgetown,0,2014
400559396,10/4/2014,Colgate,20,Holy Cross,17,2014
400558429,10/11/2014,Colgate,31,Princeton,30,2014
400558445,10/18/2014,Yale,45,Colgate,31,2014
400559404,11/1/2014,Fordham,37,Colgate,13,2014
400548171,8/29/2014,Colorado,17,Colorado State,31,2014
400548099,9/6/2014,Massachusetts,38,Colorado,41,2014
400548196,9/20/2014,Colorado,21,Hawaii,12,2014
400548277,10/4/2014,Colorado,31,Oregon State,36,2014
400548286,10/18/2014,USC,56,Colorado,28,2014
400548294,10/25/2014,Colorado,37,UCLA,40,2014
400548298,11/1/2014,Colorado,23,Washington,38,2014
400548190,9/13/2014,Colorado State,49,UC Davis,21,2014
400547685,10/4/2014,Colorado State,42,Tulsa,17,2014
400548211,10/11/2014,Nevada,24,Colorado State,31,2014
400548217,10/18/2014,Colorado State,16,Utah State,13,2014
400548222,10/25/2014,Colorado State,45,Wyoming,31,2014
400548227,11/1/2014,San Jose State,31,Colorado State,38,2014
400558409,9/20/2014,Columbia,7,Fordham,49,2014
400558410,10/4/2014,Columbia,6,Princeton,38,2014
400557423,10/11/2014,Monmouth,61,Columbia,28,2014
400558411,10/18/2014,Pennsylvania,31,Columbia,7,2014
400558412,10/25/2014,Columbia,7,Dartmouth,27,2014
400558413,11/1/2014,Columbia,7,Yale,25,2014
400547649,9/6/2014,Connecticut,19,Stony Brook,16,2014
400547666,9/19/2014,South Florida,17,Connecticut,14,2014
400547675,9/27/2014,Connecticut,10,Temple,36,2014
400547688,10/11/2014,Tulane,12,Connecticut,3,2014
400547696,10/23/2014,East Carolina,31,Connecticut,21,2014
400547702,11/1/2014,Connecticut,37,UCF,29,2014
400558418,10/4/2014,Cornell,13,Yale,51,2014
400558419,10/11/2014,Harvard,24,Cornell,7,2014
400558420,10/18/2014,Cornell,14,Lehigh,31,2014
400558421,11/1/2014,Cornell,27,Princeton,38,2014
400558035,9/27/2014,New Hampshire,52,Dartmouth,19,2014
400558428,10/4/2014,Dartmouth,31,Pennsylvania,13,2014
400558431,10/11/2014,Yale,31,Dartmouth,38,2014
400558432,10/18/2014,Dartmouth,24,Holy Cross,21,2014
400558435,11/1/2014,Dartmouth,12,Harvard,23,2014
400559258,9/6/2014,Davidson,7,Catawba,35,2014
400558144,9/13/2014,VMI,52,Davidson,24,2014
400559259,9/20/2014,Davidson,32,Morehead State,40,2014
400558427,9/27/2014,Princeton,56,Davidson,17,2014
400559260,10/4/2014,Davidson,48,Dayton,54,2014
400559261,10/11/2014,Drake,51,Davidson,14,2014
400559262,10/25/2014,Davidson,34,Stetson,40,2014
400559265,9/6/2014,Dayton,23,Georgetown,14,2014
400558481,9/13/2014,Duquesne,33,Dayton,13,2014
400558485,9/20/2014,Dayton,31,Robert Morris,7,2014
400559266,10/11/2014,Marist,21,Dayton,31,2014
400559267,10/18/2014,Dayton,41,Morehead State,7,2014
400559268,10/25/2014,San Diego,40,Dayton,29,2014
400559269,11/1/2014,Dayton,42,Valparaiso,19,2014
400547808,8/30/2014,Pittsburgh,62,Delaware,0,2014
400583429,9/7/2014,Delaware,27,Delaware State,9,2014
400558031,9/27/2014,James Madison,23,Delaware,30,2014
400558039,10/4/2014,Delaware,7,Sacred Heart,10,2014
400558049,10/11/2014,Delaware,34,Elon,24,2014
400558053,10/18/2014,Delaware,17,Towson,24,2014
400558058,10/25/2014,William & Mary,31,Delaware,17,2014
400558062,11/1/2014,Delaware,28,Rhode Island,13,2014
400557395,8/30/2014,Monmouth,52,Delaware State,21,2014
400558019,9/13/2014,Delaware State,7,Towson,21,2014
400547672,9/20/2014,Temple,59,Delaware State,0,2014
400558857,9/27/2014,Delaware State,35,Savannah State,10,2014
400558858,10/11/2014,Norfolk State,10,Delaware State,13,2014
400558859,10/18/2014,Delaware State,20,N Carolina A&T,33,2014
400558860,10/25/2014,Delaware State,0,Hampton,23,2014
400558861,11/1/2014,Howard,17,Delaware State,10,2014
400559274,8/30/2014,Drake,22,Grand View,45,2014
400559275,9/6/2014,Drake,13,Truman St,7,2014
400557464,9/13/2014,W Illinois,38,Drake,13,2014
400559276,9/20/2014,Drake,21,Marist,6,2014
400559242,10/4/2014,Jacksonville,29,Drake,14,2014
400559277,10/18/2014,Valparaiso,9,Drake,17,2014
400559279,11/1/2014,Drake,14,San Diego,17,2014
400547751,8/30/2014,Duke,52,Elon,13,2014
400547752,9/6/2014,Troy,17,Duke,34,2014
400547753,9/13/2014,Duke,41,Kansas,3,2014
400547673,9/20/2014,Duke,47,Tulane,13,2014
400547754,9/27/2014,Miami (FL),22,Duke,10,2014
400547755,10/11/2014,Georgia Tech,25,Duke,31,2014
400547756,10/18/2014,Duke,20,Virginia,13,2014
400547757,11/1/2014,Pittsburgh,48,Duke,51,2014
400557460,9/6/2014,Youngstown St,34,Duquesne,23,2014
400557408,9/20/2014,Duquesne,30,Monmouth,21,2014
400558490,10/4/2014,Duquesne,39,West Liberty,13,2014
400558495,10/18/2014,Duquesne,20,Sacred Heart,23,2014
400558500,10/25/2014,Duquesne,48,Alderson-Brodus,27,2014
400558503,11/1/2014,St Francis (PA),26,Duquesne,16,2014
400547643,8/30/2014,East Carolina,52,N Carolina Cent,7,2014
400547650,9/6/2014,South Carolina,33,East Carolina,23,2014
400547662,9/13/2014,Virginia Tech,21,East Carolina,28,2014
400547669,9/20/2014,East Carolina,70,North Carolina,41,2014
400547684,10/4/2014,East Carolina,45,SMU,24,2014
400547689,10/11/2014,South Florida,17,East Carolina,28,2014
400547703,11/1/2014,Temple,20,East Carolina,10,2014
400547960,8/28/2014,Minnesota,42,Eastern Illinois,20,2014
400557459,9/6/2014,Eastern Illinois,21,S Illinois,38,2014
400557461,9/13/2014,Illinois State,34,Eastern Illinois,15,2014
400548118,9/27/2014,Ohio,34,Eastern Illinois,19,2014
400559186,10/11/2014,E Kentucky,36,Eastern Illinois,33,2014
400559190,10/18/2014,SE Missouri St,13,Eastern Illinois,52,2014
400559193,10/25/2014,Eastern Illinois,28,Tenn St,3,2014
400559201,11/1/2014,Tenn Tech,10,Eastern Illinois,41,2014
400558474,8/28/2014,Robert Morris,10,Eastern Kentucky,29,2014
400548100,9/6/2014,Miami (OH),10,Eastern Kentucky,17,2014
400559174,9/13/2014,Eastern Kentucky,55,Morehead State,13,2014
400559178,9/20/2014,UT Martin,24,Eastern Kentucky,49,2014
400559192,10/18/2014,Tenn Tech,39,Eastern Kentucky,31,2014
400559195,10/25/2014,Eastern Kentucky,33,SE Missouri St,21,2014
400559200,11/1/2014,Tenn St,42,Eastern Kentucky,56,2014
400548095,8/30/2014,Eastern Michigan,31,Morgan State,28,2014
400548101,9/6/2014,Florida,65,Eastern Michigan,0,2014
400548022,9/13/2014,Old Dominion,17,Eastern Michigan,3,2014
400547954,9/20/2014,Michigan State,73,Eastern Michigan,14,2014
400548136,10/18/2014,Massachusetts,36,Eastern Michigan,14,2014
400548142,10/25/2014,Eastern Michigan,17,N Illinois,28,2014
400548974,8/23/2014,Eastern Washington,56,Sam Houston,35,2014
400553315,8/30/2014,Eastern Washington,41,Montana-Western,9,2014
400548261,9/6/2014,Washington,59,Eastern Washington,52,2014
400553316,9/20/2014,Montana State,51,Eastern Washington,52,2014
400553317,9/27/2014,UC Davis,14,Eastern Washington,37,2014
400553318,10/4/2014,Eastern Washington,56,Idaho State,53,2014
400553319,10/11/2014,Southern Utah,30,Eastern Washington,42,2014
400553320,10/18/2014,Eastern Washington,26,N Colorado,18,2014
400553321,10/25/2014,N Arizona,28,Eastern Washington,27,2014
400553322,11/1/2014,Eastern Washington,54,North Dakota,3,2014
400558016,9/13/2014,Elon,12,N Carolina A&T,17,2014
400558043,10/4/2014,Elon,14,New Hampshire,48,2014
400558054,10/18/2014,Elon,3,Stony Brook,20,2014
400558061,10/25/2014,Elon,10,Richmond,30,2014
400558065,11/1/2014,Towson,21,Elon,19,2014
400548388,9/13/2014,Florida,36,Kentucky,30,2014
400548376,10/4/2014,Tennessee,9,Florida,10,2014
400548366,10/11/2014,Florida,27,LSU,30,2014
400548362,10/18/2014,Florida,13,Missouri,42,2014
400548348,11/1/2014,Florida,38,Georgia,20,2014
400558697,8/30/2014,Jackson State,22,Florida A&M,17,2014
400547787,9/6/2014,Miami (FL),41,Florida A&M,7,2014
400558864,9/27/2014,Tenn St,27,Florida A&M,7,2014
400558865,10/4/2014,Florida A&M,9,Morgan State,24,2014
400558866,10/11/2014,Florida A&M,24,Savannah State,14,2014
400558867,10/18/2014,Howard,28,Florida A&M,31,2014
400558868,10/25/2014,N Carolina A&T,40,Florida A&M,21,2014
400558869,11/1/2014,Florida A&M,10,Norfolk State,12,2014
400547968,8/30/2014,Nebraska,55,Florida Atlantic,7,2014
400547665,9/13/2014,Florida Atlantic,50,Tulsa,21,2014
400548027,9/20/2014,Wyoming,20,Florida Atlantic,19,2014
400548034,9/27/2014,Florida Atlantic,41,UTSA,37,2014
400548039,10/2/2014,FIU,38,Florida Atlantic,10,2014
400548051,10/18/2014,Florida Atlantic,45,W Kentucky,38,2014
400548055,10/25/2014,Marshall,35,Florida Atlantic,16,2014
400548062,11/1/2014,Florida Atlantic,28,UAB,31,2014
400548012,9/6/2014,Florida International,34,Wagner,3,2014
400547809,9/13/2014,Florida International,25,Pittsburgh,42,2014
400547782,9/20/2014,Florida International,3,Louisville,34,2014
400548033,9/27/2014,UAB,20,Florida International,34,2014
400548045,10/11/2014,UTSA,16,Florida International,13,2014
400548050,10/18/2014,Florida International,13,Marshall,45,2014
400548061,11/1/2014,Florida International,17,Rice,31,2014
400547762,8/30/2014,Florida State,37,Oklahoma State,31,2014
400547764,9/27/2014,NC State,41,Florida State,56,2014
400547765,10/4/2014,Florida State,43,Wake Forest,3,2014
400547766,10/11/2014,Syracuse,20,Florida State,38,2014
400547767,10/18/2014,Florida State,31,Notre Dame,27,2014
400547768,10/30/2014,Louisville,31,Florida State,42,2014
400558475,8/30/2014,Fordham,52,St Francis (PA),23,2014
400558010,9/6/2014,Villanova,50,Fordham,6,2014
400558024,9/13/2014,Fordham,54,Rhode Island,7,2014
400559395,9/27/2014,Holy Cross,16,Fordham,45,2014
400559397,10/3/2014,Fordham,42,Lafayette,18,2014
400558430,10/11/2014,Fordham,60,Pennsylvania,22,2014
400559402,10/25/2014,Lehigh,27,Fordham,48,2014
400548172,8/30/2014,USC,52,Fresno State,13,2014
400548182,9/6/2014,Utah,59,Fresno State,27,2014
400547970,9/13/2014,Fresno State,19,Nebraska,55,2014
400548195,9/20/2014,Fresno State,56,Southern Utah,16,2014
400548200,9/26/2014,New Mexico,24,Fresno State,35,2014
400548207,10/3/2014,Fresno State,24,San Diego State,13,2014
400548212,10/10/2014,UNLV,30,Fresno State,27,2014
400548228,11/1/2014,Fresno State,17,Wyoming,45,2014
400557397,8/30/2014,Furman,13,Gardner-Webb,3,2014
400558136,9/6/2014,Mercer,20,Furman,25,2014
400557407,9/13/2014,Presbyterian,10,Furman,7,2014
400558146,9/20/2014,S Carolina St,17,Furman,7,2014
400558150,9/27/2014,Furman,17,W Carolina,35,2014
400548363,10/18/2014,South Carolina,41,Furman,10,2014
