GID,Date,H,PTSH,V,PTSV,SEAS
263012655,10/28/2006,Tulane,42,Army,28,2006
263220087,11/18/2006,Notre Dame,41,Army,9,2006
263362426,12/2/2006,Navy,26,Army,14,2006
262450002,9/2/2006,Auburn,40,Washington St,14,2006
262520344,9/9/2006,Mississippi St,0,Auburn,34,2006
262590002,9/16/2006,Auburn,7,LSU,3,2006
262660002,9/23/2006,Auburn,38,Buffalo,7,2006
262712579,9/28/2006,South Carolina,17,Auburn,24,2006
262870002,10/14/2006,Auburn,27,Florida,17,2006
262940002,10/21/2006,Auburn,38,Tulane,13,2006
263010145,10/28/2006,Ole Miss,17,Auburn,23,2006
263150002,11/11/2006,Auburn,15,Georgia,37,2006
270010158,1/1/2007,Nebraska,14,Auburn,17,2006
262452046,9/2/2006,Austin Peay,13,SE Missouri St,38,2006
262572535,9/14/2006,Samford,17,Austin Peay,10,2006
262662168,9/23/2006,Dayton,28,Austin Peay,23,2006
262732046,9/30/2006,Austin Peay,10,UT Martin,20,2006
262872402,10/14/2006,Missouri S&T,21,Austin Peay,14,2006
263012046,10/28/2006,Austin Peay,49,Charleston (WV),10,2006
263082046,11/4/2006,Austin Peay,35,N Greenville,44,2006
263152413,11/11/2006,Morehead State,21,Austin Peay,23,2006
263220098,11/18/2006,W Kentucky,24,Austin Peay,14,2006
262432050,8/31/2006,Ball State,38,E Michigan,20,2006
262522050,9/9/2006,Ball State,23,Indiana,24,2006
262592509,9/16/2006,Purdue,38,Ball State,28,2006
262662050,9/23/2006,Ball State,24,North Dakota St,29,2006
262732050,9/30/2006,Ball State,28,N Illinois,40,2006
262802084,10/7/2006,Buffalo,25,Ball State,55,2006
262872117,10/14/2006,Cent Michigan,18,Ball State,7,2006
262942050,10/21/2006,Ball State,27,W Michigan,41,2006
263010193,10/28/2006,Miami (OH),17,Ball State,20,2006
263080130,11/4/2006,Michigan,34,Ball State,26,2006
263182649,11/14/2006,Toledo,17,Ball State,20,2006
263282050,11/24/2006,Ball State,30,Kent State,6,2006
262450239,9/3/2006,Baylor,7,TCU,17,2006
262520239,9/9/2006,Baylor,47,Northwestern St,10,2006
262590265,9/16/2006,Washington St,17,Baylor,15,2006
262730239,9/30/2006,Baylor,17,Kansas State,3,2006
262800038,10/7/2006,Colorado,31,Baylor,34,2006
262870251,10/14/2006,Texas,63,Baylor,31,2006
262940239,10/21/2006,Baylor,36,Kansas,35,2006
263010239,10/28/2006,Baylor,21,Texas A&M,31,2006
263082641,11/4/2006,Texas Tech,55,Baylor,21,2006
263150197,11/11/2006,Oklahoma State,66,Baylor,24,2006
263220239,11/18/2006,Baylor,10,Oklahoma,36,2006
262452065,9/2/2006,Southern,30,Bethune-Cookman,29,2006
262522065,9/9/2006,Bethune-Cookman,55,Savannah State,6,2006
262592569,9/16/2006,S Carolina St,21,Bethune-Cookman,45,2006
262662065,9/23/2006,Bethune-Cookman,22,Norfolk State,21,2006
262732415,9/30/2006,Morgan State,28,Bethune-Cookman,14,2006
262802065,10/7/2006,Bethune-Cookman,31,Delaware State,33,2006
262872065,10/14/2006,Bethune-Cookman,10,Winston-Salem,6,2006
262992065,10/26/2006,Bethune-Cookman,70,N Carolina A&T,7,2006
263062261,11/2/2006,Hampton,34,Bethune-Cookman,17,2006
263152065,11/11/2006,Bethune-Cookman,0,Howard,28,2006
263220050,11/18/2006,Florida A&M,35,Bethune-Cookman,21,2006
262430068,8/31/2006,Boise State,45,Sacramento St,0,2006
262500068,9/7/2006,Boise State,42,Oregon State,14,2006
262592751,9/16/2006,Wyoming,10,Boise State,17,2006
262660068,9/23/2006,Boise State,41,Hawaii,34,2006
262730254,9/30/2006,Utah,3,Boise State,36,2006
262800068,10/7/2006,Boise State,55,Louisiana Tech,14,2006
262880166,10/15/2006,New Mexico St,28,Boise State,40,2006
262940070,10/21/2006,Idaho,26,Boise State,42,2006
263050068,11/1/2006,Boise State,45,Fresno State,21,2006
263150023,11/11/2006,San Jose State,20,Boise State,23,2006
263220068,11/18/2006,Boise State,49,Utah State,10,2006
263292440,11/25/2006,Nevada,7,Boise State,38,2006
270010201,1/1/2007,Oklahoma,42,Boise State,43,2006
262432117,8/31/2006,Cent Michigan,24,Boston College,31,2006
262520103,9/9/2006,Boston College,34,Clemson,33,2006
262590103,9/16/2006,Boston College,30,BYU,23,2006
262660152,9/23/2006,NC State,17,Boston College,15,2006
262730103,9/30/2006,Boston College,22,Maine,0,2006
262850103,10/12/2006,Boston College,22,Virginia Tech,3,2006
262940052,10/21/2006,Florida State,19,Boston College,24,2006
263010103,10/28/2006,Boston College,41,Buffalo,0,2006
263080154,11/4/2006,Wake Forest,21,Boston College,14,2006
263150103,11/11/2006,Boston College,28,Duke,7,2006
263220103,11/18/2006,Boston College,38,Maryland,16,2006
263272390,11/23/2006,Miami (FL),17,Boston College,14,2006
263640103,12/30/2006,Boston College,25,Navy,24,2006
262450189,9/2/2006,Bowling Green,14,Wisconsin,35,2006
262520189,9/9/2006,Bowling Green,48,Buffalo,40,2006
262592229,9/16/2006,FIU,28,Bowling Green,33,2006
262660189,9/23/2006,Bowling Green,3,Kent State,38,2006
262730195,9/30/2006,Ohio,9,Bowling Green,21,2006
262800194,10/7/2006,Ohio State,35,Bowling Green,7,2006
262870189,10/14/2006,Bowling Green,24,E Michigan,21,2006
262922117,10/19/2006,Cent Michigan,31,Bowling Green,14,2006
263010218,10/28/2006,Temple,28,Bowling Green,14,2006
263190189,11/15/2006,Bowling Green,7,Miami (OH),9,2006
263252649,11/21/2006,Toledo,31,Bowling Green,21,2006
262590225,9/16/2006,Brown,34,Georgetown,21,2006
262660225,9/23/2006,Brown,21,Harvard,38,2006
262730227,9/30/2006,Rhode Island,28,Brown,21,2006
262800107,10/7/2006,Holy Cross,35,Brown,30,2006
262860163,10/13/2006,Princeton,17,Brown,3,2006
262940225,10/21/2006,Brown,28,Cornell,7,2006
263010219,10/28/2006,Pennsylvania,27,Brown,30,2006
263080225,11/4/2006,Brown,24,Yale,27,2006
263150159,11/11/2006,Dartmouth,19,Brown,13,2006
263220225,11/18/2006,Brown,21,Columbia,22,2006
262452083,9/2/2006,Bucknell,31,Duquesne,28,2006
262522083,9/9/2006,Bucknell,0,Lafayette,31,2006
262592083,9/16/2006,Bucknell,20,Cornell,5,2006
262660257,9/23/2006,Richmond,48,Bucknell,21,2006
262732368,9/30/2006,Marist,19,Bucknell,48,2006
262802083,10/7/2006,Bucknell,24,Pennsylvania,34,2006
262870046,10/14/2006,Georgetown,7,Bucknell,17,2006
262942329,10/21/2006,Lehigh,38,Bucknell,7,2006
263012083,10/28/2006,Bucknell,13,Fordham,3,2006
263080107,11/4/2006,Holy Cross,27,Bucknell,10,2006
263222083,11/18/2006,Bucknell,31,Colgate,28,2006
262432084,8/31/2006,Buffalo,9,Temple,3,2006
262592459,9/16/2006,N Illinois,31,Buffalo,13,2006
262872084,10/14/2006,Buffalo,31,Miami (OH),38,2006
262940195,10/21/2006,Ohio,42,Buffalo,7,2006
263082084,11/4/2006,Buffalo,41,Kent State,14,2006
263220275,11/18/2006,Wisconsin,35,Buffalo,3,2006
263282084,11/24/2006,Buffalo,28,Cent Michigan,55,2006
262452790,9/2/2006,Albion,31,Butler,10,2006
262522086,9/9/2006,Butler,30,Hanover,20,2006
262592086,9/16/2006,Butler,14,Robert Morris,35,2006
262662086,9/23/2006,Butler,7,Jacksonville,31,2006
262732086,9/30/2006,Butler,23,Dayton,20,2006
262800301,10/7/2006,San Diego,56,Butler,3,2006
262872086,10/14/2006,Butler,0,Drake,29,2006
262942086,10/21/2006,Butler,32,Valparaiso,10,2006
263012402,10/28/2006,Missouri S&T,35,Butler,20,2006
263082086,11/4/2006,Butler,7,Morehead State,14,2006
263152166,11/11/2006,Davidson,50,Butler,10,2006
262520252,9/9/2006,BYU,49,Tulsa,24,2006
262660252,9/23/2006,BYU,38,Utah State,0,2006
262712628,9/28/2006,TCU,17,BYU,31,2006
262800252,10/7/2006,BYU,47,San Diego State,17,2006
262940252,10/21/2006,BYU,52,UNLV,7,2006
263080036,11/4/2006,Colorado State,3,BYU,24,2006
263130252,11/9/2006,BYU,55,Wyoming,7,2006
263220252,11/18/2006,BYU,42,New Mexico,17,2006
263290254,11/25/2006,Utah,31,BYU,33,2006
263552483,12/21/2006,Oregon,8,BYU,38,2006
262450013,9/2/2006,Cal Poly,44,Fort Lewis,0,2006
262522692,9/9/2006,Weber State,0,Cal Poly,17,2006
262590016,9/16/2006,Sacramento St,10,Cal Poly,17,2006
262660023,9/23/2006,San Jose State,17,Cal Poly,7,2006
262730013,9/30/2006,Cal Poly,18,Southern Utah,14,2006
262800013,10/7/2006,Cal Poly,23,UC Davis,17,2006
262940013,10/21/2006,Cal Poly,28,South Dakota St,29,2006
263010021,10/28/2006,San Diego State,14,Cal Poly,16,2006
263080149,11/4/2006,Montana,10,Cal Poly,9,2006
263152449,11/11/2006,North Dakota St,51,Cal Poly,14,2006
263220013,11/18/2006,Cal Poly,55,Savannah State,0,2006
262452633,9/2/2006,Tennessee,35,California,18,2006
262520025,9/9/2006,California,42,Minnesota,17,2006
262590025,9/16/2006,California,42,Portland State,16,2006
262730204,9/30/2006,Oregon State,13,California,41,2006
262800025,10/7/2006,California,45,Oregon,24,2006
262870265,10/14/2006,Washington St,3,California,21,2006
262940025,10/21/2006,California,31,Washington,24,2006
263080025,11/4/2006,California,38,UCLA,24,2006
263220030,11/18/2006,USC,23,California,9,2006
263360025,12/2/2006,California,26,Stanford,17,2006
263620025,12/28/2006,California,45,Texas A&M,10,2006
262432110,8/31/2006,Central Arkansas,39,Henderson St,6,2006
262522287,9/9/2006,Illinois State,18,Central Arkansas,3,2006
262592110,9/16/2006,Central Arkansas,16,Missouri State,14,2006
262662617,9/23/2006,SF Austin,35,Central Arkansas,37,2006
262732110,9/30/2006,Central Arkansas,24,South Dakota,0,2006
262802571,10/7/2006,South Dakota St,20,Central Arkansas,7,2006
262870302,10/14/2006,UC Davis,33,Central Arkansas,13,2006
262922534,10/19/2006,Sam Houston,30,Central Arkansas,38,2006
263082110,11/4/2006,Central Arkansas,55,S Arkansas,21,2006
263152110,11/11/2006,Central Arkansas,37,Augustana (SD),13,2006
263220290,11/18/2006,Ga. Southern,31,Central Arkansas,34,2006
262452115,9/2/2006,Central Connecticut State,34,Marist,6,2006
262520290,9/9/2006,Ga. Southern,13,Central Connecticut State,17,2006
262582583,9/15/2006,S Conn St,26,Central Connecticut State,29,2006
262802115,10/7/2006,Central Connecticut State,62,St Francis (PA),21,2006
262872523,10/14/2006,Robert Morris,23,Central Connecticut State,17,2006
262942115,10/21/2006,Central Connecticut State,27,Wagner,6,2006
263012405,10/28/2006,Monmouth,19,Central Connecticut State,13,2006
263082529,11/4/2006,Sacred Heart,14,Central Connecticut State,42,2006
263152115,11/11/2006,Central Connecticut State,35,Stony Brook,32,2006
262520130,9/9/2006,Michigan,41,Central Michigan,17,2006
262662199,9/23/2006,E Michigan,17,Central Michigan,24,2006
262730096,9/30/2006,Kentucky,45,Central Michigan,36,2006
262802649,10/7/2006,Toledo,20,Central Michigan,42,2006
263080218,11/4/2006,Temple,26,Central Michigan,42,2006
263142117,11/10/2006,Central Michigan,31,W Michigan,7,2006
263212459,11/17/2006,N Illinois,31,Central Michigan,10,2006
263340195,11/30/2006,Ohio,10,Central Michigan,31,2006
263602117,12/26/2006,Central Michigan,31,Middle Tennessee,14,2006
262452506,9/2/2006,Presbyterian,13,Charleston Southern,21,2006
262522643,9/9/2006,Citadel,35,Charleston Southern,38,2006
262592127,9/16/2006,Charleston Southern,20,Wingate,17,2006
262732127,9/30/2006,Charleston Southern,20,N Greenville,10,2006
262802542,10/7/2006,Savannah State,13,Charleston Southern,38,2006
262872127,10/14/2006,Charleston Southern,47,Edward Waters,0,2006
262942127,10/21/2006,Charleston Southern,27,VMI,22,2006
263012127,10/28/2006,Charleston Southern,24,Georgetown,10,2006
263082127,11/4/2006,Charleston Southern,28,Gardner-Webb,14,2006
263152335,11/11/2006,Liberty,34,Charleston Southern,20,2006
263220324,11/18/2006,Coast Carolina,31,Charleston Southern,17,2006
262432635,8/31/2006,Tenn Tech,7,Chattanooga,31,2006
262520235,9/9/2006,Memphis,33,Chattanooga,14,2006
262590098,9/16/2006,W Kentucky,28,Chattanooga,21,2006
262660236,9/23/2006,Chattanooga,27,Ga. Southern,26,2006
262732643,9/30/2006,Citadel,24,Chattanooga,21,2006
262872717,10/14/2006,W Carolina,14,Chattanooga,17,2006
262940231,10/21/2006,Furman,28,Chattanooga,22,2006
263010236,10/28/2006,Chattanooga,17,Elon,20,2006
263080236,11/4/2006,Chattanooga,10,Jacksonville St,13,2006
263152747,11/11/2006,Wofford,55,Chattanooga,0,2006
262452132,9/2/2006,Cincinnati,31,E Kentucky,0,2006
262512132,9/8/2006,Cincinnati,15,Pittsburgh,33,2006
262590194,9/16/2006,Ohio State,37,Cincinnati,7,2006
262660259,9/23/2006,Virginia Tech,29,Cincinnati,13,2006
262732132,9/30/2006,Cincinnati,24,Miami (OH),10,2006
262870097,10/14/2006,Louisville,23,Cincinnati,17,2006
262952132,10/22/2006,Cincinnati,23,South Florida,6,2006
263012132,10/28/2006,Cincinnati,17,Syracuse,3,2006
263150277,11/11/2006,West Virginia,42,Cincinnati,24,2006
263222132,11/18/2006,Cincinnati,30,Rutgers,11,2006
263290041,11/25/2006,Connecticut,23,Cincinnati,26,2006
270062132,1/6/2007,Cincinnati,27,W Michigan,24,2006
262450245,9/2/2006,Texas A&M,35,Citadel,3,2006
262660221,9/23/2006,Pittsburgh,51,Citadel,6,2006
262802747,10/7/2006,Wofford,28,Citadel,20,2006
262870231,10/14/2006,Furman,23,Citadel,17,2006
262942643,10/21/2006,Citadel,30,W Carolina,27,2006
263012643,10/28/2006,Citadel,24,Ga. Southern,21,2006
263152643,11/11/2006,Citadel,48,VMI,21,2006
263222210,11/18/2006,Elon,7,Citadel,44,2006
262450228,9/2/2006,Clemson,54,Florida Atl,6,2006
262590052,9/16/2006,Florida State,20,Clemson,27,2006
262660228,9/23/2006,Clemson,52,North Carolina,7,2006
262730228,9/30/2006,Clemson,51,Louisiana Tech,0,2006
262800154,10/7/2006,Wake Forest,17,Clemson,27,2006
262850228,10/12/2006,Temple,9,Clemson,63,2006
262940228,10/21/2006,Clemson,31,Georgia Tech,7,2006
262990259,10/26/2006,Virginia Tech,24,Clemson,7,2006
263080228,11/4/2006,Clemson,12,Maryland,13,2006
263150228,11/11/2006,Clemson,20,NC State,14,2006
263290228,11/25/2006,Clemson,28,South Carolina,31,2006
263630096,12/29/2006,Kentucky,28,Clemson,20,2006
262450324,9/2/2006,Coastal Carolina,20,Elon,23,2006
262522747,9/9/2006,Wofford,38,Coastal Carolina,41,2006
262590290,9/16/2006,Ga. Southern,38,Coastal Carolina,21,2006
262660324,9/23/2006,Coastal Carolina,33,S Carolina St,14,2006
262732736,9/30/2006,Winston-Salem,12,Coastal Carolina,31,2006
262800324,10/7/2006,Coastal Carolina,29,Furman,27,2006
262872678,10/14/2006,VMI,27,Coastal Carolina,31,2006
263010324,10/28/2006,Coastal Carolina,28,Liberty,26,2006
263080324,11/4/2006,Coastal Carolina,66,Savannah State,6,2006
263152241,11/11/2006,Gardner-Webb,24,Coastal Carolina,52,2006
262450113,9/2/2006,Massachusetts,28,Colgate,7,2006
262592142,9/16/2006,Colgate,28,Dartmouth,7,2006
262662142,9/23/2006,Colgate,12,Monmouth,17,2006
262732142,9/30/2006,Colgate,31,Georgetown,14,2006
262802142,10/7/2006,Colgate,26,Princeton,27,2006
262870172,10/14/2006,Cornell,38,Colgate,14,2006
262942230,10/21/2006,Fordham,3,Colgate,46,2006
263012142,10/28/2006,Colgate,10,Lafayette,27,2006
263082329,11/4/2006,Lehigh,23,Colgate,15,2006
263152142,11/11/2006,Colgate,29,Holy Cross,28,2006
262450038,9/2/2006,Colorado,10,Montana State,19,2006
262520038,9/9/2006,Colorado State,14,Colorado,10,2006
262660061,9/23/2006,Georgia,14,Colorado,13,2006
262730142,9/30/2006,Missouri,28,Colorado,13,2006
262870038,10/14/2006,Colorado,30,Texas Tech,6,2006
262940201,10/21/2006,Oklahoma,24,Colorado,3,2006
263012305,10/28/2006,Kansas,20,Colorado,15,2006
263080038,11/4/2006,Colorado,21,Kansas State,34,2006
263150038,11/11/2006,Colorado,33,Iowa State,16,2006
263280158,11/24/2006,Nebraska,37,Colorado,14,2006
262450036,9/2/2006,Colorado State,30,Weber State,6,2006
262592440,9/16/2006,Nevada,28,Colorado State,10,2006
262730278,9/30/2006,Fresno State,23,Colorado State,35,2006
262800036,10/7/2006,Colorado State,28,UNLV,7,2006
262942751,10/21/2006,Wyoming,24,Colorado State,0,2006
263010036,10/28/2006,Colorado State,19,New Mexico,20,2006
263150254,11/11/2006,Utah,35,Colorado State,22,2006
263290036,11/25/2006,Colorado State,14,TCU,45,2006
263360021,12/2/2006,San Diego State,17,Colorado State,6,2006
262590171,9/16/2006,Columbia,37,Fordham,7,2006
262660171,9/23/2006,Columbia,23,Georgetown,21,2006
262730171,9/30/2006,Columbia,6,Princeton,19,2006
262800171,10/7/2006,Columbia,24,Iona,0,2006
262870219,10/14/2006,Pennsylvania,16,Columbia,0,2006
262940171,10/21/2006,Columbia,7,Dartmouth,20,2006
263010043,10/28/2006,Yale,21,Columbia,3,2006
263080108,11/4/2006,Harvard,24,Columbia,7,2006
263150171,11/11/2006,Columbia,21,Cornell,14,2006
262430041,8/31/2006,Connecticut,52,Rhode Island,7,2006
262590041,9/16/2006,Connecticut,13,Wake Forest,24,2006
262660084,9/23/2006,Indiana,7,Connecticut,14,2006
262730041,9/30/2006,Connecticut,17,Navy,41,2006
262800058,10/7/2006,South Florida,38,Connecticut,16,2006
262930041,10/20/2006,Connecticut,11,West Virginia,37,2006
263020164,10/29/2006,Rutgers,24,Connecticut,13,2006
263150041,11/11/2006,Connecticut,46,Pittsburgh,45,2006
263220183,11/18/2006,Syracuse,20,Connecticut,14,2006
263360097,12/2/2006,Louisville,48,Connecticut,17,2006
262660172,9/23/2006,Cornell,9,Yale,21,2006
262800108,10/7/2006,Harvard,33,Cornell,23,2006
263010172,10/28/2006,Cornell,14,Princeton,7,2006
263080172,11/4/2006,Cornell,28,Dartmouth,25,2006
263220172,11/18/2006,Cornell,28,Pennsylvania,27,2006
262660159,9/23/2006,Dartmouth,14,New Hampshire,56,2006
262730219,9/30/2006,Pennsylvania,17,Dartmouth,10,2006
262800159,10/7/2006,Dartmouth,14,Yale,26,2006
262870159,10/14/2006,Dartmouth,21,Holy Cross,24,2006
263010159,10/28/2006,Dartmouth,0,Harvard,28,2006
263220163,11/18/2006,Princeton,27,Dartmouth,17,2006
262452678,9/2/2006,VMI,20,Davidson,19,2006
262522166,9/9/2006,Davidson,16,Wingate,22,2006
262592331,9/16/2006,Lenoir-Rhyne,14,Davidson,24,2006
262732166,9/30/2006,Davidson,21,San Diego,50,2006
262802166,10/7/2006,Davidson,38,Jacksonville,3,2006
262872413,10/14/2006,Morehead State,24,Davidson,27,2006
262942166,10/21/2006,Davidson,37,Dayton,36,2006
263012674,10/28/2006,Valparaiso,14,Davidson,48,2006
263082181,11/4/2006,Drake,35,Davidson,15,2006
262452168,9/2/2006,Dayton,21,Robert Morris,14,2006
262522746,9/9/2006,Wittenberg,28,Dayton,35,2006
262802168,10/7/2006,Dayton,15,Morehead State,22,2006
262870294,10/14/2006,Jacksonville,28,Dayton,21,2006
263012168,10/28/2006,Dayton,9,Drake,21,2006
263082168,11/4/2006,Dayton,51,Valparaiso,7,2006
263150301,11/11/2006,San Diego,56,Dayton,14,2006
262520048,9/9/2006,Delaware,30,West Chester,7,2006
262660227,9/23/2006,Rhode Island,17,Delaware,24,2006
262730048,9/30/2006,Delaware,49,New Hampshire,52,2006
262800111,10/7/2006,Northeastern,27,Delaware,24,2006
262870048,10/14/2006,Delaware,10,Hofstra,6,2006
262940257,10/21/2006,Richmond,24,Delaware,28,2006
263010048,10/28/2006,Delaware,35,Towson,49,2006
263080256,11/4/2006,James Madison,44,Delaware,24,2006
263150048,11/11/2006,Delaware,28,William & Mary,14,2006
263220048,11/18/2006,Delaware,27,Villanova,28,2006
262452169,9/2/2006,Delaware State,34,Florida A&M,14,2006
262522169,9/9/2006,Delaware State,63,St Francis (PA),28,2006
262592466,9/16/2006,Northwestern St,23,Delaware State,3,2006
262732169,9/30/2006,Delaware State,14,Hampton,29,2006
262872169,10/14/2006,Delaware State,37,N Carolina A&T,21,2006
262942415,10/21/2006,Morgan State,7,Delaware State,29,2006
263012169,10/28/2006,Delaware State,10,S Carolina St,9,2006
263082169,11/4/2006,Delaware State,62,Concord,0,2006
263152450,11/11/2006,Norfolk State,10,Delaware State,33,2006
263220047,11/18/2006,Howard,20,Delaware State,17,2006
262432181,8/31/2006,Drake,7,Northern Iowa,48,2006
262522181,9/9/2006,Drake,40,Upper Iowa,7,2006
262592181,9/16/2006,Drake,35,UW-Platteville,7,2006
262662674,9/23/2006,Valparaiso,7,Drake,21,2006
262732181,9/30/2006,Drake,33,Morehead State,7,2006
262942181,10/21/2006,Drake,0,San Diego,37,2006
263150294,11/11/2006,Jacksonville,28,Drake,47,2006
262450150,9/2/2006,Duke,0,Richmond,13,2006
262520154,9/9/2006,Wake Forest,14,Duke,13,2006
262590259,9/16/2006,Virginia Tech,36,Duke,0,2006
262730150,9/30/2006,Duke,0,Virginia,37,2006
262870150,10/14/2006,Duke,24,Florida State,51,2006
262940150,10/21/2006,Duke,15,Miami (FL),20,2006
263010150,10/28/2006,Duke,28,Vanderbilt,45,2006
263080150,11/4/2006,Duke,13,Navy,38,2006
263220059,11/18/2006,Georgia Tech,49,Duke,21,2006
263290150,11/25/2006,Duke,44,North Carolina,45,2006
262522523,9/9/2006,Robert Morris,7,Duquesne,27,2006
262592184,9/16/2006,Duquesne,41,St Francis (PA),10,2006
262662184,9/23/2006,Duquesne,24,Sacred Heart,21,2006
262732184,9/30/2006,Duquesne,19,West Liberty,21,2006
262802230,10/7/2006,Fordham,17,Duquesne,20,2006
262942184,10/21/2006,Duquesne,40,Marist,10,2006
263012184,10/28/2006,Duquesne,13,Iona,17,2006
263082325,11/4/2006,La Salle,0,Duquesne,38,2006
262452426,9/2/2006,Navy,28,East Carolina,23,2006
262520005,9/9/2006,UAB,17,East Carolina,12,2006
262590151,9/16/2006,East Carolina,35,Memphis,20,2006
262660151,9/23/2006,East Carolina,10,West Virginia,27,2006
262800151,10/7/2006,East Carolina,31,Virginia,21,2006
262870151,10/14/2006,East Carolina,10,Tulsa,31,2006
262940151,10/21/2006,East Carolina,38,SMU,21,2006
263012572,10/28/2006,Southern Miss,17,East Carolina,20,2006
263082116,11/4/2006,UCF,10,East Carolina,23,2006
263150151,11/11/2006,East Carolina,33,Marshall,20,2006
263220242,11/18/2006,Rice,18,East Carolina,17,2006
263290152,11/25/2006,NC State,16,East Carolina,21,2006
263570151,12/23/2006,East Carolina,7,South Florida,24,2006
262450356,9/2/2006,Illinois,42,Eastern Illinois,17,2006
262522197,9/9/2006,Eastern Illinois,31,Indiana State,21,2006
262592287,9/16/2006,Illinois State,44,Eastern Illinois,30,2006
262662535,9/23/2006,Samford,13,Eastern Illinois,24,2006
262802197,10/7/2006,Eastern Illinois,21,SE Missouri St,0,2006
262872198,10/14/2006,E Kentucky,21,Eastern Illinois,28,2006
262942197,10/21/2006,Eastern Illinois,20,Murray State,10,2006
263012630,10/28/2006,UT Martin,15,Eastern Illinois,9,2006
263082197,11/4/2006,Eastern Illinois,29,Tenn St,3,2006
263152635,11/11/2006,Tenn Tech,14,Eastern Illinois,38,2006
263222197,11/18/2006,Eastern Illinois,28,Jacksonville St,24,2006
263292197,11/25/2006,Eastern Illinois,13,Illinois State,24,2006
262522198,9/9/2006,Eastern Kentucky,26,W Kentucky,21,2006
262592717,9/16/2006,W Carolina,20,Eastern Kentucky,17,2006
262642635,9/21/2006,Tenn Tech,27,Eastern Kentucky,14,2006
262732198,9/30/2006,Eastern Kentucky,0,Jacksonville St,28,2006
262802535,10/7/2006,Samford,12,Eastern Kentucky,31,2006
262942546,10/21/2006,SE Missouri St,21,Eastern Kentucky,27,2006
263082198,11/4/2006,Eastern Kentucky,51,Murray State,21,2006
263152630,11/11/2006,UT Martin,28,Eastern Kentucky,31,2006
263222198,11/18/2006,Eastern Kentucky,20,Tenn St,3,2006
262520127,9/9/2006,Michigan State,52,Eastern Michigan,20,2006
262590077,9/16/2006,Northwestern,14,Eastern Michigan,6,2006
262730309,9/30/2006,LA-Lafayette,33,Eastern Michigan,14,2006
262942199,10/21/2006,Eastern Michigan,17,Toledo,13,2006
263012711,10/28/2006,W Michigan,18,Eastern Michigan,15,2006
263082199,11/4/2006,Eastern Michigan,10,Ohio,16,2006
263152199,11/11/2006,Eastern Michigan,21,Navy,49,2006
263212309,11/17/2006,Kent State,14,Eastern Michigan,6,2006
263282199,11/24/2006,Eastern Michigan,0,N Illinois,27,2006
262430204,8/31/2006,Oregon State,56,Eastern Washington,17,2006
262520277,9/9/2006,West Virginia,52,Eastern Washington,3,2006
262590331,9/16/2006,Eastern Washington,14,Cent Washington,21,2006
262660147,9/23/2006,Montana State,10,Eastern Washington,19,2006
262730331,9/30/2006,Eastern Washington,20,Sacramento St,21,2006
262800331,10/7/2006,Eastern Washington,17,Montana,33,2006
262872458,10/14/2006,N Colorado,0,Eastern Washington,34,2006
262942502,10/21/2006,Portland State,34,Eastern Washington,0,2006
263010331,10/28/2006,Eastern Washington,36,N Arizona,44,2006
263082692,11/4/2006,Weber State,19,Eastern Washington,14,2006
263150331,11/11/2006,Eastern Washington,40,Idaho State,6,2006
262522210,9/9/2006,Elon,17,Towson,24,2006
262592210,9/16/2006,Elon,28,Presbyterian,0,2006
262802210,10/7/2006,Elon,37,W Carolina,19,2006
262870290,10/14/2006,Ga. Southern,28,Elon,21,2006
262942210,10/21/2006,Elon,21,Wofford,35,2006
263082210,11/4/2006,Elon,13,Furman,24,2006
263152448,11/11/2006,N Carolina A&T,0,Elon,45,2006
262450057,9/2/2006,Florida,34,Southern Miss,7,2006
262520057,9/9/2006,Florida,42,UCF,0,2006
262592633,9/16/2006,Tennessee,20,Florida,21,2006
262660057,9/23/2006,Florida,26,Kentucky,7,2006
262800057,10/7/2006,Florida,23,LSU,10,2006
263010057,10/28/2006,Georgia,14,Florida,21,2006
263080238,11/4/2006,Vanderbilt,19,Florida,25,2006
263150057,11/11/2006,Florida,17,South Carolina,16,2006
263220057,11/18/2006,Florida,62,W Carolina,0,2006
263290052,11/25/2006,Florida State,14,Florida,21,2006
270080194,1/8/2007,Ohio State,14,Florida,41,2006
262522390,9/9/2006,Miami (FL),51,Florida A&M,10,2006
262590047,9/16/2006,Howard,23,Florida A&M,31,2006
262660050,9/23/2006,Florida A&M,25,Winston-Salem,21,2006
262732634,9/30/2006,Tenn St,22,Florida A&M,25,2006
262870050,10/14/2006,Florida A&M,21,S Carolina St,28,2006
262942450,10/21/2006,Norfolk State,33,Florida A&M,36,2006
263010050,10/28/2006,Florida A&M,24,Morgan State,23,2006
263082448,11/4/2006,N Carolina A&T,12,Florida A&M,45,2006
263150050,11/11/2006,Florida A&M,7,Hampton,59,2006
262522306,9/9/2006,Kansas State,45,Florida Atlantic,0,2006
262590197,9/16/2006,Oklahoma State,48,Florida Atlantic,8,2006
262662579,9/23/2006,South Carolina,45,Florida Atlantic,6,2006
262732433,9/30/2006,UL Monroe,19,Florida Atlantic,21,2006
262852226,10/12/2006,Florida Atlantic,32,Southern Utah,7,2006
262912226,10/18/2006,Florida Atlantic,0,LA-Lafayette,6,2006
263082393,11/4/2006,Middle Tennessee,35,Florida Atlantic,14,2006
263152226,11/11/2006,Florida Atlantic,17,Troy,24,2006
